network_id,city,station_id,station_name,occupancy_rate,bikes_available,free_slots,capacity,pct_empty,pct_full,latitude,longitude,turnover_proxy,criticite,type_critique
divia-velodi,Dijon,d09773d0dac04fedbdc0c51189215828,Navier - Jean Jaurès,0.556,10.0,8.0,18.0,0.0,0.0,47.312,5.027,10.0,0.0,penurie (vide)
divia-velodi,Dijon,d66471a4f2b6a628db777df277486c54,Hôpital - Maternité,0.722,13.0,5.0,18.0,0.0,0.0,47.322,5.07,13.0,0.0,penurie (vide)
divia-velodi,Dijon,d798e715bfbbbf73b351ba50f867ef39,Marceau - Jardillier,0.545,12.0,10.0,22.0,0.0,0.0,47.328,5.045,12.0,0.0,penurie (vide)
divia-velodi,Dijon,d7ac20242ba06fa3a01356bef6c83147,Jardin de l'Arquebuse,0.471,8.0,9.0,17.0,0.0,0.0,47.322,5.027,8.0,0.0,penurie (vide)
divia-velodi,Dijon,e5d5e63651b1cfbf18871d9d62de4344,Wilson,0.4,12.0,18.0,30.0,0.0,0.0,47.317,5.044,12.0,0.0,penurie (vide)
divia-velodi,Dijon,e8eadf4eb76fcc47e36b5b21497a8df5,Mulhouse - Verdun,0.333,8.0,16.0,24.0,0.0,0.0,47.325,5.052,8.0,0.0,penurie (vide)
divia-velodi,Dijon,ef4ea9952fcf0da1e78971cee1f47ff9,Chabot Charny,0.478,11.0,12.0,23.0,0.0,0.0,47.319,5.043,11.0,0.0,penurie (vide)
divia-velodi,Dijon,f84cef9d0a70fff7a0324660253e683c,Place du Théâtre,0.37,10.0,17.0,27.0,0.0,0.0,47.321,5.043,10.0,0.0,penurie (vide)
graoulib,Metz,0c478697262a2d412047df35c5443bb8,Grandes Ecoles,0.4,4.0,6.0,10.0,0.0,0.0,49.093,6.23,4.0,0.0,penurie (vide)
graoulib,Metz,0d1caf0274e7785adeed01e5871f1eac,Henri II,0.9,9.0,1.0,10.0,0.0,0.0,49.122,6.15,9.0,0.0,penurie (vide)
graoulib,Metz,0db08e85b542ad15580c89705ef0d441,Basse seille,0.111,1.0,8.0,9.0,0.0,0.0,49.12,6.184,1.0,0.0,penurie (vide)
graoulib,Metz,14bc795340e7dff162f089abcd95368d,Costes Bellonte,0.4,4.0,6.0,10.0,0.0,0.0,49.082,6.152,4.0,0.0,penurie (vide)
graoulib,Metz,167f7d21fe63134c1da82ea7733f9f4d,Sainte-Thérèse,0.0,0.0,10.0,10.0,1.0,0.0,49.107,6.167,0.0,1.0,penurie (vide)
graoulib,Metz,1aaa2bf2a31ec1c9fda4e7ecd76d647f,BAM,0.9,9.0,1.0,10.0,0.0,0.0,49.116,6.225,9.0,0.0,penurie (vide)
graoulib,Metz,1c6ca5b004570fb894b27f3cea5534d0,Woippy Hôtel de Ville ,0.6,6.0,4.0,10.0,0.0,0.0,49.151,6.15,6.0,0.0,penurie (vide)
graoulib,Metz,1dc085aed65e3a3978d1a0b860d0abe4,Sente à My,0.3,3.0,7.0,10.0,0.0,0.0,49.103,6.177,3.0,0.0,penurie (vide)
graoulib,Metz,1e2c0f2875ac5d7c56aece1fc99a2ed3,Université Bridoux,0.1,1.0,9.0,10.0,0.0,0.0,49.114,6.212,1.0,0.0,penurie (vide)
graoulib,Metz,203119d56c8b104ee1c33fc6a60f58d8,Amphithéâtre,0.05,1.0,19.0,20.0,0.0,0.0,49.105,6.182,1.0,0.0,penurie (vide)
graoulib,Metz,2426b9cd49ded6c38125f11706df609d,Saint Livier,1.0,1.0,0.0,1.0,0.0,1.0,49.1,6.173,1.0,1.0,saturation (pleine)
graoulib,Metz,33d1f4a02c513544afd15a505bd51896,Arsenal République,0.714,15.0,6.0,21.0,0.0,0.0,49.116,6.172,15.0,0.0,penurie (vide)
graoulib,Metz,34df783ca2d720aa4a9a420220ec6923,Belletanche,0.625,5.0,3.0,8.0,0.0,0.0,49.11,6.209,5.0,0.0,penurie (vide)
graoulib,Metz,38dc0b7b62d82239dba6f7135073088b,Piscine Lothaire,0.111,1.0,8.0,9.0,0.0,0.0,49.101,6.187,1.0,0.0,penurie (vide)
graoulib,Metz,39be76a722689e1ae92716dce68c41a6,Colson,1.0,10.0,0.0,10.0,0.0,1.0,49.09,6.166,10.0,1.0,saturation (pleine)
graoulib,Metz,3bb0c70fad2280c0d54f41a10d692139,Les Vignes,0.5,5.0,5.0,10.0,0.0,0.0,49.13,6.146,5.0,0.0,penurie (vide)
graoulib,Metz,3c10674845800421072cb7953ce8720a,Marly hôtel de ville,0.889,8.0,1.0,9.0,0.0,0.0,49.06,6.154,8.0,0.0,penurie (vide)
graoulib,Metz,464f7f0acae65b80dc2d83dc504fa260,Metz Plage,0.0,0.0,10.0,10.0,1.0,0.0,49.115,6.165,0.0,1.0,penurie (vide)
graoulib,Metz,4824d50d2e2a24cc94bb0ffc11691719,Pontiffroy,0.9,9.0,1.0,10.0,0.0,0.0,49.124,6.177,9.0,0.0,penurie (vide)
graoulib,Metz,49e57bc4c5e2eccd6580a3940b52255d,Bouchotte,0.1,1.0,9.0,10.0,0.0,0.0,49.093,6.182,1.0,0.0,penurie (vide)
graoulib,Metz,4fefc31c391ed808cc477ee5b1158fd6,Cuvion,0.8,8.0,2.0,10.0,0.0,0.0,49.093,6.244,8.0,0.0,penurie (vide)
graoulib,Metz,5003aa500bc26265f77d3afc0607b54b,Mesoyers,0.273,3.0,8.0,11.0,0.0,0.0,49.094,6.129,3.0,0.0,penurie (vide)
graoulib,Metz,551f782f85c977f63d5e6532038a823d,Jardin Blory,0.1,1.0,9.0,10.0,0.0,0.0,49.086,6.162,1.0,0.0,penurie (vide)
graoulib,Metz,645dccc8de2bfb359edf8f3482c878f5,Mairie de quartier Bellecroix,0.2,2.0,8.0,10.0,0.0,0.0,49.122,6.196,2.0,0.0,penurie (vide)
graoulib,Metz,671caf732b93fb0d8b9fb4a0e2e1fc37,Coteaux de la seille,0.1,1.0,9.0,10.0,0.0,0.0,49.098,6.19,1.0,0.0,penurie (vide)
graoulib,Metz,68ce35267bc7bba5cd0c2002e8082f44,Saint-Victor,0.1,1.0,9.0,10.0,0.0,0.0,49.098,6.147,1.0,0.0,penurie (vide)
graoulib,Metz,69c13e6c5e3197c50b16d90d35f45f9c,Gare Arènes,0.0,0.0,20.0,20.0,1.0,0.0,49.107,6.178,0.0,1.0,penurie (vide)
graoulib,Metz,7b2b68f239e09a28d3d1bfe398b1cb9e,Solidarité,0.9,9.0,1.0,10.0,0.0,0.0,49.107,6.221,9.0,0.0,penurie (vide)
graoulib,Metz,7f8bb9a8551f8ee18d0fc96fbae21f2a,Agora,0.1,1.0,9.0,10.0,0.0,0.0,49.136,6.166,1.0,0.0,penurie (vide)
graoulib,Metz,86615bcfe791dcc047e61f7243e5c05f,Roi George,0.111,1.0,8.0,9.0,0.0,0.0,49.11,6.169,1.0,0.0,penurie (vide)
graoulib,Metz,87b190c035a0c2a66f79efb5ba60dd32,Robert Schuman,0.667,6.0,3.0,9.0,0.0,0.0,49.115,6.137,6.0,0.0,penurie (vide)
graoulib,Metz,8964ba6a3053a380ee091c1908010722,Peltre Gare,0.5,5.0,5.0,10.0,0.0,0.0,49.074,6.222,5.0,0.0,penurie (vide)
graoulib,Metz,8c84e92ddc3b5018991f9d215c57e8ca,Forêt des ponts,0.0,0.0,10.0,10.0,1.0,0.0,49.136,6.158,0.0,1.0,penurie (vide)
graoulib,Metz,9036925d646c73c848aa722a62d3e4fe,Saint-Vincent,0.0,0.0,20.0,20.0,1.0,0.0,49.124,6.172,0.0,1.0,penurie (vide)
graoulib,Metz,98e795fad366e5879cdbc398d2f2039e,Bourdon,0.4,4.0,6.0,10.0,0.0,0.0,49.074,6.187,4.0,0.0,penurie (vide)
graoulib,Metz,9e10cef1428ea25c9247b8af4450e9ac,Paul Claudel,0.3,3.0,7.0,10.0,0.0,0.0,49.101,6.198,3.0,0.0,penurie (vide)
graoulib,Metz,a108500946abf85552fff0608ad97580,Zollinger,0.2,2.0,8.0,10.0,0.0,0.0,49.124,6.152,2.0,0.0,penurie (vide)
graoulib,Metz,a2b6a250da9aef5545c4c8f4fed9bc66,Woippy Gare,0.5,5.0,5.0,10.0,0.0,0.0,49.149,6.155,5.0,0.0,penurie (vide)
graoulib,Metz,a78eeb0be2bd8276f1c4c8b76b6b14a3,Chemin Noir,0.556,5.0,4.0,9.0,0.0,0.0,49.129,6.161,5.0,0.0,penurie (vide)
graoulib,Metz,b78f936b3edc2cadf2f577a6a0976d55,Plan d'eau,0.0,0.0,9.0,9.0,1.0,0.0,49.117,6.167,0.0,1.0,penurie (vide)
graoulib,Metz,b9d823784c85db4dd7d7cf5311d6bced,Montigny piscine,0.1,1.0,9.0,10.0,0.0,0.0,49.091,6.144,1.0,0.0,penurie (vide)
graoulib,Metz,bb1f4397ab11faba1f3c93471c0f5630,Place Durutte,0.0,0.0,10.0,10.0,1.0,0.0,49.113,6.203,0.0,1.0,penurie (vide)
graoulib,Metz,bcf1dde5341cb181f5c68e85a16e8f3b,Gare Metz-Nord,0.0,0.0,10.0,10.0,1.0,0.0,49.137,6.168,0.0,1.0,penurie (vide)
graoulib,Metz,bf442329e6afc661e3531159e41b8010,Porte des Allemands,0.0,0.0,20.0,20.0,1.0,0.0,49.117,6.186,0.0,1.0,penurie (vide)
graoulib,Metz,c121ee1ffab6c5df21293d543731eac6,Camille Hocquard,0.091,1.0,10.0,11.0,0.0,0.0,49.112,6.185,1.0,0.0,penurie (vide)
graoulib,Metz,c97228176adedeb7dced648767a02c4f,Gare Charles de Gaulle,0.65,13.0,7.0,20.0,0.0,0.0,49.11,6.177,13.0,0.0,penurie (vide)
graoulib,Metz,c9e0a95d3b8225f8d42e27be1f93b800,CHR Mercy,0.5,5.0,5.0,10.0,0.0,0.0,49.085,6.243,5.0,0.0,penurie (vide)
graoulib,Metz,e3eefaef070f9b96cc275f7f44dc1340,Metman,0.8,8.0,2.0,10.0,0.0,0.0,49.12,6.211,8.0,0.0,penurie (vide)
graoulib,Metz,e5829b13f6267d0be03a93a5094e2079,Cathédrale,0.2,4.0,16.0,20.0,0.0,0.0,49.12,6.177,4.0,0.0,penurie (vide)
graoulib,Metz,e7e71a30806e66c3885acf68de0885c7,Gare Pompidou,0.55,11.0,9.0,20.0,0.0,0.0,49.109,6.18,11.0,0.0,penurie (vide)
graoulib,Metz,e9ffd75ed3c1457179147560c872b4ea,Lizé,1.0,10.0,0.0,10.0,0.0,1.0,49.094,6.157,10.0,1.0,saturation (pleine)
graoulib,Metz,eb7286e6e84e101fb7d6e1440f0a5b3e,Roi Albert,0.1,1.0,9.0,10.0,0.0,0.0,49.11,6.199,1.0,0.0,penurie (vide)
graoulib,Metz,ee6a7291bbcdc0225e66ebe53be72108,Saint-Symphorien,0.1,1.0,9.0,10.0,0.0,0.0,49.114,6.156,1.0,0.0,penurie (vide)
graoulib,Metz,f0af9d81226764fbf3320c7a31f28611,Université Saulcy,0.4,8.0,12.0,20.0,0.0,0.0,49.12,6.167,8.0,0.0,penurie (vide)
graoulib,Metz,f5091e2aa4829cd1bf12aa8c38df1fb0,François Arago,0.2,2.0,8.0,10.0,0.0,0.0,49.101,6.224,2.0,0.0,penurie (vide)
graoulib,Metz,f5c33310323d6c8829388789b10c3759,Coislin,0.0,0.0,20.0,20.0,1.0,0.0,49.115,6.179,0.0,1.0,penurie (vide)
graoulib,Metz,f60236fcc584c83dc29b5837c8c631d2,Nation,0.0,0.0,10.0,10.0,1.0,0.0,49.101,6.155,0.0,1.0,penurie (vide)
idecycle,Pau,0bfc1da3d1af01bc31076ffa90a3dbb9,Lyautey-Alsace Lorraine,0.3,3.0,7.0,10.0,0.0,0.0,43.304,-0.367,3.0,0.0,penurie (vide)
idecycle,Pau,0d506ff1be717999366574488d74e90a,Le Camp,0.4,4.0,6.0,10.0,0.0,0.0,43.301,-0.299,4.0,0.0,penurie (vide)
idecycle,Pau,0dfa84554405ebaa914a6e27176133a5,Mairie de Jurançon,0.2,2.0,8.0,10.0,0.0,0.0,43.287,-0.39,2.0,0.0,penurie (vide)
idecycle,Pau,1362095038863c2a3cd15945afdb63a2,Beneharnum,0.7,7.0,3.0,10.0,0.0,0.0,43.331,-0.435,7.0,0.0,penurie (vide)
idecycle,Pau,1486cac2d2cf8152e9a4afa3fc2ae0fe,Porte des Pyrénées,0.4,4.0,6.0,10.0,0.0,0.0,43.306,-0.334,4.0,0.0,penurie (vide)
idecycle,Pau,1693da9d2420dc4ab788bb83de8fedff,Guynemer,0.0,0.0,10.0,10.0,1.0,0.0,43.292,-0.397,0.0,1.0,penurie (vide)
idecycle,Pau,1dd1ae21b70b443f760377356be8c216,Université Sud ,0.1,1.0,9.0,10.0,0.0,0.0,43.312,-0.365,1.0,0.0,penurie (vide)
idecycle,Pau,29654a716b700717050d40cd86297bcb,Place d'Espagne-Bosquet,,0.0,0.0,0.0,1.0,1.0,43.298,-0.367,,1.0,penurie (vide)
idecycle,Pau,2a95c846556aa521f492a57456290d4a,Verdun,0.0,0.0,10.0,10.0,1.0,0.0,43.299,-0.375,0.0,1.0,penurie (vide)
idecycle,Pau,2afd5ab8feddd7a4997e4c8ae9a77155,Lacaoü,0.4,4.0,6.0,10.0,0.0,0.0,43.31,-0.388,4.0,0.0,penurie (vide)
idecycle,Pau,2f13782af9b7217e296adaaff43a716e,Barthou-Beaumont,0.6,6.0,4.0,10.0,0.0,0.0,43.295,-0.365,6.0,0.0,penurie (vide)
idecycle,Pau,2ff15ebfdf232105522aaa42eb9fb2f5,Simin Palay,0.3,3.0,7.0,10.0,0.0,0.0,43.336,-0.438,3.0,0.0,penurie (vide)
idecycle,Pau,336051699ed5f9520311da8edf7f57cc,Hédas,0.4,4.0,6.0,10.0,0.0,0.0,43.296,-0.373,4.0,0.0,penurie (vide)
idecycle,Pau,3b67d1937f2f7e479b6270b1394341ee,Lescar Soleil,0.5,5.0,5.0,10.0,0.0,0.0,43.32,-0.434,5.0,0.0,penurie (vide)
idecycle,Pau,3cd88a8eb0e56e31fb5f3f97a64c57f2,Massé,0.4,4.0,6.0,10.0,0.0,0.0,43.315,-0.357,4.0,0.0,penurie (vide)
idecycle,Pau,3e367e94719f23af9cb032dfd6a26a07,Parc des Expositions,0.3,3.0,7.0,10.0,0.0,0.0,43.306,-0.377,3.0,0.0,penurie (vide)
idecycle,Pau,41a6bf675309b5a41eb3518c227cba93,Balavoine,0.4,4.0,6.0,10.0,0.0,0.0,43.289,-0.352,4.0,0.0,penurie (vide)
idecycle,Pau,41dfbc24421d366e1c586f0b836ee06a,Lilas-CPAM,0.6,6.0,4.0,10.0,0.0,0.0,43.305,-0.351,6.0,0.0,penurie (vide)
idecycle,Pau,47fb15dbaaa2b702e2363ab8bd15e0a3,Val Riant,0.364,4.0,7.0,11.0,0.0,0.0,43.284,-0.375,4.0,0.0,penurie (vide)
idecycle,Pau,56e7fea5ccfd7acc179938cf66cd9b30,Piscine Aqualons,0.8,8.0,2.0,10.0,0.0,0.0,43.325,-0.392,8.0,0.0,penurie (vide)
idecycle,Pau,5f80f4b1fe87a628081e1e79b14c18c3,Clemenceau,1.0,11.0,0.0,11.0,0.0,1.0,43.296,-0.369,11.0,1.0,saturation (pleine)
idecycle,Pau,617428bb8c9435c6aff9e56254db8228,Lezons,0.5,5.0,5.0,10.0,0.0,0.0,43.28,-0.356,5.0,0.0,penurie (vide)
idecycle,Pau,660b2785919b758e9794240da60fb250,Médiathèque - Chambaud,0.4,4.0,6.0,10.0,0.0,0.0,43.321,-0.393,4.0,0.0,penurie (vide)
idecycle,Pau,69ef69e395d5da632a5ccfd3d96e671e,Lycée St John Perse,0.75,15.0,5.0,20.0,0.0,0.0,43.319,-0.364,15.0,0.0,penurie (vide)
idecycle,Pau,8676e29ad897bcc8d99d3d9c6bef847e,Catherine de Bourbon,0.4,4.0,6.0,10.0,0.0,0.0,43.321,-0.359,4.0,0.0,penurie (vide)
idecycle,Pau,8c49ab1951b90ce36ed90599148c170d,Saragosse,0.2,2.0,8.0,10.0,0.0,0.0,43.308,-0.357,2.0,0.0,penurie (vide)
idecycle,Pau,97a03e2d602d3253e81b377d8e0e4c67,Foirail,0.2,2.0,8.0,10.0,0.0,0.0,43.304,-0.37,2.0,0.0,penurie (vide)
idecycle,Pau,a7f12e04c5bd17dd0a49814b15f41a15,Jaï Alaï,0.8,8.0,2.0,10.0,0.0,0.0,43.333,-0.367,8.0,0.0,penurie (vide)
idecycle,Pau,a8b772f0743a80e4c994ca7a84dd9478,Hôpital François Mitterrand,0.5,5.0,5.0,10.0,0.0,0.0,43.325,-0.348,5.0,0.0,penurie (vide)
idecycle,Pau,c784a329fc4dac31a25a0a17a1dd0206,Halles-Médiathèque,0.4,4.0,6.0,10.0,0.0,0.0,43.3,-0.368,4.0,0.0,penurie (vide)
idecycle,Pau,c8f325fe66d856626bd0e5cd6be27b7e,14 juillet,0.1,1.0,9.0,10.0,0.0,0.0,43.292,-0.379,1.0,0.0,penurie (vide)
idecycle,Pau,cf3d085a3cf31cdab171449c14df9d1e,Funiculaire,0.7,7.0,3.0,10.0,0.0,0.0,43.293,-0.371,7.0,0.0,penurie (vide)
idecycle,Pau,d23bdd2851e496dfff2524f07a385a2b,Mairie de Billère,0.5,5.0,5.0,10.0,0.0,0.0,43.302,-0.396,5.0,0.0,penurie (vide)
idecycle,Pau,d3a0893446532d493da09d501dee163e,Château - Groupe scolaire,0.4,4.0,6.0,10.0,0.0,0.0,43.291,-0.311,4.0,0.0,penurie (vide)
idecycle,Pau,dbd4e47413bce1d8bfa7eaae7c39e0a4,Édouard VII,0.3,3.0,7.0,10.0,0.0,0.0,43.301,-0.358,3.0,0.0,penurie (vide)
idecycle,Pau,ec9fc6bd93efec8e78b28cc8c5e3026f,Montgolfier,0.5,5.0,5.0,10.0,0.0,0.0,43.307,-0.42,5.0,0.0,penurie (vide)
idecycle,Pau,edf5e9282c29891d6428bdfe3ad2c4b1,Stades du Hameau,0.2,2.0,8.0,10.0,0.0,0.0,43.307,-0.327,2.0,0.0,penurie (vide)
idecycle,Pau,eea4530e7f3947b9ca5afa24315fc044,J. Gois,0.4,4.0,6.0,10.0,0.0,0.0,43.315,-0.385,4.0,0.0,penurie (vide)
idecycle,Pau,f0f464b92d617dad5d88fbe923eb0a05,Gelos - Mairie,0.7,7.0,3.0,10.0,0.0,0.0,43.285,-0.371,7.0,0.0,penurie (vide)
idecycle,Pau,f4a0ef26321665d333be2253c7c926e6,Gare ,0.55,11.0,9.0,20.0,0.0,0.0,43.292,-0.37,11.0,0.0,penurie (vide)
karuvelo,Pointe-à-Pitre,141bba63b518e850401c252bf6c896b8,UAG,0.25,2.0,6.0,8.0,0.0,0.0,16.227,-61.529,2.0,0.0,penurie (vide)
karuvelo,Pointe-à-Pitre,197d94a6a43392d8ad9c488595715313,Mairie de Baie-Mahault,0.375,3.0,5.0,8.0,0.0,0.0,16.268,-61.587,3.0,0.0,penurie (vide)
karuvelo,Pointe-à-Pitre,22c6e3a6972b9f1ab9127e0ef01d86ae,Raisins clairs,0.286,4.0,10.0,14.0,0.0,0.0,16.25,-61.283,4.0,0.0,penurie (vide)
karuvelo,Pointe-à-Pitre,42a8b807f354c673468972ae0e6bf8ed,Place des Dissidents,0.1,1.0,9.0,10.0,0.0,0.0,16.244,-61.54,1.0,0.0,penurie (vide)
karuvelo,Pointe-à-Pitre,4fe81a22bdb2c65a6c0cb096993c33c9,Daniel Capou,0.111,1.0,8.0,9.0,0.0,0.0,16.269,-61.507,1.0,0.0,penurie (vide)
karuvelo,Pointe-à-Pitre,73fd5ded2fbb8ee0ff57230aa3ffb676,Gare maritime,0.2,2.0,8.0,10.0,0.0,0.0,16.251,-61.273,2.0,0.0,penurie (vide)
karuvelo,Pointe-à-Pitre,782039b44650f1dad14cb267892e70fb,Mairie de Pointe-à-Pitre,0.25,2.0,6.0,8.0,0.0,0.0,16.241,-61.534,2.0,0.0,penurie (vide)
karuvelo,Pointe-à-Pitre,8f60c93bb8f586f98837a041bf58171c,Boulevard Marie Galante,0.444,4.0,5.0,9.0,0.0,0.0,16.254,-61.53,4.0,0.0,penurie (vide)
karuvelo,Pointe-à-Pitre,ad61dc1967bcb59320b93852f6669bb9,Centre commercial de Destrelland,0.357,5.0,9.0,14.0,0.0,0.0,16.254,-61.589,5.0,0.0,penurie (vide)
karuvelo,Pointe-à-Pitre,b2a9f1dbb0191c038702964b770b8618,Palais des Sports,0.2,1.0,4.0,5.0,0.0,0.0,16.219,-61.52,1.0,0.0,penurie (vide)
karuvelo,Pointe-à-Pitre,b37eaeb44391732b7100644e7ff89ab7,Avenue de l'Europe,0.429,3.0,4.0,7.0,0.0,0.0,16.254,-61.27,3.0,0.0,penurie (vide)
karuvelo,Pointe-à-Pitre,bdaf81af3998712fd9a94698bf63f8e3,Place de l'église,0.2,2.0,8.0,10.0,0.0,0.0,16.252,-61.273,2.0,0.0,penurie (vide)
karuvelo,Pointe-à-Pitre,c7acb964b276ff85101b352511fc3e90,Rond point Miquel,0.111,1.0,8.0,9.0,0.0,0.0,16.247,-61.534,1.0,0.0,penurie (vide)
karuvelo,Pointe-à-Pitre,da485cf864bdfd5076cf0943a12be5d7,Place de la Victoire,0.167,1.0,5.0,6.0,0.0,0.0,16.237,-61.535,1.0,0.0,penurie (vide)
karuvelo,Pointe-à-Pitre,e09eb9ee0c7497fb6d065f288a87e7c0,Mémorial Acte 1 ,0.0,0.0,8.0,8.0,1.0,0.0,16.231,-61.534,0.0,1.0,penurie (vide)
karuvelo,Pointe-à-Pitre,e340ad8f2aef0b98da770bdfc264e20f,Office du tourisme,0.2,1.0,4.0,5.0,0.0,0.0,16.206,-61.493,1.0,0.0,penurie (vide)
karuvelo,Pointe-à-Pitre,f46f80fbcaccd5699bf06aa0274045c6,La Poste,0.111,1.0,8.0,9.0,0.0,0.0,16.263,-61.588,1.0,0.0,penurie (vide)
le-marcel,Troyes,00b9bf60ac721c03e94aaccb38b6ce6d,Ile Germaine,0.556,5.0,4.0,9.0,0.0,0.0,48.283,4.052,5.0,0.0,penurie (vide)
le-marcel,Troyes,0b86e4324b2d54a48cf01221477fe9c6,Parc des Marots,0.615,8.0,5.0,13.0,0.0,0.0,48.306,4.051,8.0,0.0,penurie (vide)
le-marcel,Troyes,0cbee0ce41634e5c2b2191a06ef439c0,Pôle Gare,0.0,0.0,12.0,12.0,1.0,0.0,48.296,4.065,0.0,1.0,penurie (vide)
le-marcel,Troyes,125e1b3e562f8922ac79db40ca131784,Parc de Fouchy,0.143,1.0,6.0,7.0,0.0,0.0,48.32,4.065,1.0,0.0,penurie (vide)
le-marcel,Troyes,2a3215bf8d2a755efc92df8239401a8a,Salengro - Mairie ,0.2,2.0,8.0,10.0,0.0,0.0,48.312,4.049,2.0,0.0,penurie (vide)
le-marcel,Troyes,2b970f5d9cde397acc6b799a23116d9f,Hôpital Simone Veil,0.167,1.0,5.0,6.0,0.0,0.0,48.28,4.069,1.0,0.0,penurie (vide)
le-marcel,Troyes,2c446588aa8f0151cb83ab4d30d02340,UTT - Complexe sportif Henri Terré,0.167,4.0,20.0,24.0,0.0,0.0,48.269,4.07,4.0,0.0,penurie (vide)
le-marcel,Troyes,2de479be5adde6aa3af4afc2dd1fcfd6,Campus-Cathédrale,0.154,2.0,11.0,13.0,0.0,0.0,48.299,4.08,2.0,0.0,penurie (vide)
le-marcel,Troyes,4ad770110db6446c6fcfa6016180ccc8,Place de Reichenbach,0.0,0.0,8.0,8.0,1.0,0.0,48.294,4.054,0.0,1.0,penurie (vide)
le-marcel,Troyes,6003b116c949ad590b961c41ccf6d5b8,Ecole de Design - Kléber,0.067,1.0,14.0,15.0,0.0,0.0,48.303,4.086,1.0,0.0,penurie (vide)
le-marcel,Troyes,70498bf359b348052cd562c00093eecb,Piscine des Chartreux,0.444,4.0,5.0,9.0,0.0,0.0,48.274,4.069,4.0,0.0,penurie (vide)
le-marcel,Troyes,7cb224e2d5dad6abee537605960d3e9d,Voie verte des Viennes -Troyes Champagne Métropole ,0.375,3.0,5.0,8.0,0.0,0.0,48.29,4.067,3.0,0.0,penurie (vide)
le-marcel,Troyes,7f63dbe0084e84916e2929adf97ac108,Aqualuc,0.167,1.0,5.0,6.0,0.0,0.0,48.311,4.031,1.0,0.0,penurie (vide)
le-marcel,Troyes,84d55458e796c0e664cdb18827028a37,Y Schools-Brossolette,0.333,5.0,10.0,15.0,0.0,0.0,48.284,4.079,5.0,0.0,penurie (vide)
le-marcel,Troyes,8b08a5f86f3333f633c18382d9ad86c0,Médiathèque Jacques-Chirac - Centre ,0.0,0.0,8.0,8.0,1.0,0.0,48.3,4.073,0.0,1.0,penurie (vide)
le-marcel,Troyes,9abc18e224d4d7a2524feb9bfb0df0ce,McArthur Glen,0.0,0.0,10.0,10.0,1.0,0.0,48.33,4.1,0.0,1.0,penurie (vide)
le-marcel,Troyes,a3c54a47d70dfa15ba1b49101a8b9968,Parc des Expositions - Cube,0.167,1.0,5.0,6.0,0.0,0.0,48.291,4.071,1.0,0.0,penurie (vide)
le-marcel,Troyes,a5897e881ee8337dc252747f7c35537f,Le Moulinet,0.333,2.0,4.0,6.0,0.0,0.0,48.318,4.104,2.0,0.0,penurie (vide)
le-marcel,Troyes,a5f7f26f87d7d59f998e1f60964a06ac,Marques Avenue,0.286,2.0,5.0,7.0,0.0,0.0,48.274,4.085,2.0,0.0,penurie (vide)
le-marcel,Troyes,a95a01a156bff3f84c027f4cbbaceeb7,Mairie de Troyes - Office de tourisme ,0.231,3.0,10.0,13.0,0.0,0.0,48.297,4.074,3.0,0.0,penurie (vide)
le-marcel,Troyes,b59f9757a9f4daa977f635ba64ba690d,Ecoles d'Ingénieurs,0.333,6.0,12.0,18.0,0.0,0.0,48.27,4.062,6.0,0.0,penurie (vide)
le-marcel,Troyes,bcecfe844ed0be64820b7b315357af89,Parc des Moulins,0.385,5.0,8.0,13.0,0.0,0.0,48.287,4.087,5.0,0.0,penurie (vide)
le-marcel,Troyes,c50c8e07fba6eb22b17dadada03f79c0,Vassaules,0.3,3.0,7.0,10.0,0.0,0.0,48.311,4.069,3.0,0.0,penurie (vide)
le-marcel,Troyes,c78c6424815c0f058c5111a3f528eebb,IUT - Technopole,0.091,2.0,20.0,22.0,0.0,0.0,48.269,4.079,2.0,0.0,penurie (vide)
le-marcel,Troyes,d41396606ebeb21832e5dc2f81c43e80,Complexe 3 Seine - Cinéma,0.231,3.0,10.0,13.0,0.0,0.0,48.294,4.079,3.0,0.0,penurie (vide)
le-marcel,Troyes,e2a9d66333edc821eead0638c35c7fc5,Stade de l'Aube,0.125,1.0,7.0,8.0,0.0,0.0,48.307,4.096,1.0,0.0,penurie (vide)
le-marcel,Troyes,eb52e19c204f7ff01917fd9d342c7603,Lycée Marie de Champagne,0.286,2.0,5.0,7.0,0.0,0.0,48.306,4.063,2.0,0.0,penurie (vide)
le-marcel,Troyes,ec7f19a3182ab7536182530aaa5fb391,Parc Grimont,0.429,6.0,8.0,14.0,0.0,0.0,48.273,4.092,6.0,0.0,penurie (vide)
le-marcel,Troyes,fec8c708881b8b97e4feda9d862023dd,Mairie - La Rivière de Corps,0.231,3.0,10.0,13.0,0.0,0.0,48.286,4.028,3.0,0.0,penurie (vide)
le-velo,Marseille,003c4110489f4245b157cfb69cfc5e63,Bougainville Lessep Sud,0.632,12.0,7.0,19.0,0.0,0.0,43.319,5.368,12.0,0.0,penurie (vide)
le-velo,Marseille,005d8f66b82e577d345df2ab5fea33fd,Belle Vue,0.15,3.0,17.0,20.0,0.0,0.0,43.315,5.38,3.0,0.0,penurie (vide)
le-velo,Marseille,00bb23cf16a7022578d8c2b77b4d9470,Liberation - Isoard,0.0,0.0,17.0,17.0,1.0,0.0,43.301,5.391,0.0,1.0,penurie (vide)
